,Source,Target,value,nb_transactions
973,Cryptonator.com,SafeDice.com,399678109.0,54.0
974,35,Poloniex.com,230381127154.0,5668.0
975,Bit-x.com,61,259205405959.0,248.0
976,PocketDice.io,999Dice.com,7267071314.0,1199.0
977,Poloniex.com,Loanbase.com,5297974894189.0,359.0
978,0,BTCC.com,83906146903.0,691.0
979,Rollin.io,MercadoBitcoin.com.br,835415833.0,123.0
980,354,Matbea.com,1783954769888.0,1656.0
981,CoinSpot.com.au,Poloniex.com,117068068379.0,556.0
982,Poloniex.com,Matbea.com,128718396988686.0,3717.0
983,Poloniex.com,122,314757187941054.0,7650.0
984,Cryptonator.com,Paymium.com,357624694.0,9.0
985,Poloniex.com,292,49750309014760.0,1176.0
986,70063369,Xapo.com,609279777506.0,1768.0
987,SlushPool.com,BtcTrade.com,8399258496299.0,3030.0
988,ePay.info_CoinJoinMess,Bit-x.com,5619860685394.0,883.0
989,CoinPayments.net,348,79318871857.0,79.0
990,FortuneJack.com,CoinGaming.io,3234406509.0,164.0
991,BX.in.th,1567,135298433974.0,285.0
992,BTCJam.com,SatoshiDice.com,4266188244.0,72.0
993,PocketDice.io,Bit-x.com,580801359.0,88.0
994,0,57,157232380627.0,5843.0
995,396,354,212194562417.0,310.0
996,BTCJam.com,Bitcoin.de,3933543033.0,71.0
997,Huobi.com,BX.in.th,5607712712697.0,3844.0
998,Cryptonator.com,Poloniex.com,62374880822.0,2452.0
999,0,61,71976779735.0,6621.0
1000,SimpleCoin.cz,OKCoin.com,10412839514.0,31.0
1001,154,0,25357004845.0,285.0
1002,0,OKCoin.com,935872815031.0,2658.0
1003,898,Poloniex.com,79857191781.0,265.0
1004,Poloniex.com,SafeDice.com,24481399523280.0,640.0
1005,Rollin.io,354,45502825.0,8.0
1006,Poloniex.com,154,262543682196990.0,5561.0
1007,CoinPayments.net,HolyTransaction.com,18547560195.0,428.0
1008,348,BtcTrade.com,24425172890.0,75.0
1009,PocketDice.io,107,3231052330.0,545.0
1010,101,Huobi.com,12742080494.0,1774.0
1011,71554939,BX.in.th,52523909573.0,336.0
1012,CoinPayments.net,Bitcoin.de,118850982591.0,876.0
1013,35,ePay.info_CoinJoinMess,3761360395.0,247.0
1014,154,ePay.info_CoinJoinMess,8018855884.0,223.0
1015,Bitbond.com,Poloniex.com,48696598656.0,369.0
1016,Poloniex.com,101,26007378837751.0,809.0
1017,Bitstamp.net,154,12032074742488.0,1301.0
1018,Cryptonator.com,269,2237177452.0,486.0
1019,0,CoinJar.com,7645679434.0,841.0
1020,FortuneJack.com,SatoshiMines.com,573974010.0,134.0
1021,Poloniex.com,18972,6065470598997.0,359.0
1022,Cryptonator.com,61,18122671759.0,1441.0
1023,1149,227,250400677.0,15.0
1024,70063369,0,563675543226.0,2264.0
1025,Poloniex.com,821,30121486202497.0,667.0
1026,CoinTrader.net_LocalBitcoins.com,OKCoin.com,740858031880843.0,11640.0
1027,1138,0,5997360113.0,991.0
1028,CoinPayments.net,BX.in.th,326183999528.0,2397.0
1029,289,354,2387356572.0,79.0
1030,PocketDice.io,MercadoBitcoin.com.br,35692522073.0,5874.0
1031,BX.in.th,CoinPayments.net,673327010984.0,1476.0
1032,Xapo.com,871,553032994178.0,256.0
1033,Xapo.com,35,1402617929658.0,1561.0
1034,Rollin.io,227,444148301.0,89.0
1035,61,Xapo.com,8296417834.0,116.0
1036,Bitstamp.net,Bit-x.com,3650721534704.0,353.0
1037,0,BitcoinFog,113735645163.0,655.0
1038,871,CoinGaming.io,422381042.0,19.0
1039,CoinPayments.net,BTCC.com,48269813055.0,451.0
1040,354,CoinPayments.net,70700440127.0,131.0
1041,57,469,4092218156.0,64.0
1042,HaoBTC.com,Poloniex.com,1573234401316.0,1474.0
1043,Poloniex.com,MercadoBitcoin.com.br,404759245606694.0,8972.0
1044,CoinPayments.net,CoinGaming.io,10522972523.0,24.0
1045,396,CoinPayments.net,2284441671081.0,2332.0
1046,CoinPayments.net,35,9550941084.0,34.0
1047,1805,Bitcoin.de,2197782.0,1.0
1048,Huobi.com,BitcoinFog,13186865297.0,23.0
1049,Poloniex.com,BitcoinFog,2722406908727.0,118.0
1050,Bitstamp.net,469,456536398381.0,61.0
1051,101,OKCoin.com,13753039714.0,74.0
1052,BX.in.th,269,24313819309.0,140.0
1053,FortuneJack.com,1138,206003029.0,37.0
1054,354,1805,166296604356.0,102.0
1055,CoinPayments.net,57,256563980098.0,1736.0
1056,SafeDice.com,Cryptonator.com,373738379.0,47.0
1057,Poloniex.com,Bit-x.com,122709825199968.0,2747.0
1058,SafeDice.com,Poloniex.com,20433184763.0,315.0
1059,348,Huobi.com,121556030512.0,199.0
1060,289,292,1168729305.0,25.0
1061,396,BTC-e.com,1005451921131.0,800.0
1062,Bit-x.com,Cryptonator.com,72516788145.0,71.0
1063,Huobi.com,CoinPayments.net,899000785309.0,2362.0
1064,YoBit.net,CoinPayments.net,7913982872.0,322.0
1065,HaoBTC.com,OKCoin.com,4740106694592.0,2446.0
1066,71554939,CoinMotion.com,7639571804.0,94.0
1067,HaoBTC.com,YoBit.net,1989615589.0,37.0
1068,69697250,Poloniex.com,5216198473340.0,581.0
1069,107,Xapo.com,4689057095433.0,7491.0
1070,SimpleCoin.cz,Poloniex.com,86624254918.0,347.0
1071,0,35,22698679943.0,2614.0
1072,57,101,19511533623.0,643.0
1073,1391,57,28880319257.0,1017.0
1074,700,CoinGaming.io,271617231.0,17.0
1075,0,SafeDice.com,10782734228.0,1378.0
1076,16621,ePay.info_CoinJoinMess,718769679611.0,270.0
1077,469,ePay.info_CoinJoinMess,59787021145.0,251.0
1078,CoinPayments.net,122,15284306506.0,91.0
1079,16621,CoinPayments.net,180943397.0,45.0
1080,Cryptonator.com,354,6725667091.0,774.0
1081,YoBit.net,CoinGaming.io,14746003559.0,714.0
1082,PocketDice.io,Poloniex.com,29499228646.0,1956.0
1083,HaoBTC.com,BtcTrade.com,4331287073365.0,8534.0
1084,FortuneJack.com,Bitstamp.net,3744000837.0,104.0
1085,871,0,4439323410.0,131.0
1086,Cryptonator.com,PocketDice.io,3350046389.0,726.0
1087,Poloniex.com,Cryptonator.com,352580594211050.0,7150.0
1088,Rollin.io,FortuneJack.com,4611078453.0,556.0
1089,CoinPayments.net,SatoshiMines.com,1115790563.0,42.0
1090,CoinPayments.net,Bit-x.com,76970358867.0,952.0
1091,SatoshiMines.com,MercadoBitcoin.com.br,4336776149.0,1483.0
1092,396,Bit-x.com,10230316281.0,20.0
1093,71554939,YoBit.net,310501908351.0,1781.0
1094,SlushPool.com,348,710461844576.0,251.0
1095,SatoshiMines.com,Cryptonator.com,1927787240.0,963.0
1096,107,227,3578658551.0,11.0
1097,CoinPayments.net,871,91876222196.0,560.0
1098,Poloniex.com,227,125560147447830.0,2873.0
1099,Cryptonator.com,SatoshiMines.com,3802653568.0,706.0
1100,71554939,Poloniex.com,615236061908.0,3596.0
1101,154,Xapo.com,42776055120.0,177.0
1102,SatoshiMines.com,PocketDice.io,943331955.0,196.0
1103,70063369,CoinPayments.net,112682277941.0,438.0
1104,175,Poloniex.com,2840712637620.0,5705.0
1105,Huobi.com,122,3982329773517.0,1184.0
1106,101,BTC-e.com,17609925150.0,1241.0
1107,898,Bitstamp.net,18300297989.0,48.0
1108,154,Poloniex.com,300151582943.0,3793.0
1109,5162,BtcTrade.com,2221199445167.0,67.0
1110,0,417,38207291196.0,865.0
1111,PocketDice.io,292,2093543677.0,448.0
1112,354,292,2987578983589.0,3669.0
1113,CoinTrader.net_LocalBitcoins.com,Rollin.io,110153117423.0,75.0
1114,Loanbase.com,SatoshiDice.com,3012338716.0,24.0
1115,16621,999Dice.com,179854763.0,102.0
1116,354,999Dice.com,114600668551.0,233.0
1117,HappyCoins.com,BitcoinFog,1714575790.0,7.0
1118,BTCJam.com,Cryptonator.com,250777102.0,32.0
1119,Bit-x.com,SatoshiDice.com,1700127081.0,11.0
1120,BX.in.th,OKCoin.com,2468451209602.0,1233.0
1121,CoinSpot.com.au,Xapo.com,1190686699.0,108.0
1122,Bit-x.com,FortuneJack.com,12852059443.0,57.0
1123,Bitbond.com,Bitcoin.de,18482838590.0,118.0
1124,Cryptonator.com,348,156314312.0,70.0
1125,MercadoBitcoin.com.br,CoinPayments.net,3540380220.0,21.0
1126,999Dice.com,354,1543769464.0,53.0
1127,Poloniex.com,Rollin.io,24985131008555.0,870.0
1128,641,BTCJam.com,1641134515.0,35.0
1129,CoinSpot.com.au,OKCoin.com,918823870.0,5.0
1130,CoinTrader.net_LocalBitcoins.com,PocketDice.io,24631922774.0,46.0
1131,ePay.info_CoinJoinMess,1805,387899276209.0,168.0
1132,71554939,1149,36502745749.0,75.0
1133,269,HolyTransaction.com,57922045.0,23.0
1134,Matbea.com,Rollin.io,16153710.0,1.0
1135,469,BTC-e.com,497430982063.0,644.0
1136,73963652,CoinTrader.net_LocalBitcoins.com,3587009328.0,33.0
1137,57,Bitstamp.net,609639113803.0,287.0
1138,CoinGaming.io,417,22724437189.0,220.0
1139,CoinJar.com,107,18130489687.0,34.0
1140,107,269,11232618215.0,49.0
1141,1391,Cryptonator.com,8339791.0,3.0
1142,57,354,4174295498.0,193.0
1143,269,BTCJam.com,407378646.0,58.0
1144,CoinTrader.net_LocalBitcoins.com,354,17900732382.0,18.0
1145,57,CoinMotion.com,531127.0,1.0
1146,0,641,2046792101.0,434.0
1147,396,BTCC.com,9348374600041.0,2681.0
1148,Huobi.com,FYBSG.com,9464027393.0,8.0
1149,0,Paymium.com,25489210989.0,274.0
1150,SatoshiDice.com,Bitcoin.de,4460354481.0,71.0
1151,292,269,11334812.0,7.0
1152,Rollin.io,292,160726862.0,46.0
1153,641,57,6469422166.0,99.0
1154,16621,348,62340725.0,9.0
1155,Xapo.com,122,769956341197.0,695.0
1156,Bitstamp.net,Bter.com,5325121786962.0,194.0
1157,396,641,65731740514.0,61.0
1158,Huobi.com,107,2417312314455.0,99.0
1159,Xapo.com,1226,20112839227.0,71.0
1160,700,CoinPayments.net,6681258499.0,120.0
1161,Loanbase.com,MercadoBitcoin.com.br,5152829364.0,32.0
1162,SatoshiMines.com,SatoshiDice.com,137880711.0,26.0
1163,Bitstamp.net,61,988315009934.0,56.0
1164,BTCJam.com,MercadoBitcoin.com.br,45754938301.0,406.0
1165,107,898,1930880314061.0,324.0
1166,HaoBTC.com,Bter.com,463175050791.0,770.0
1167,FortuneJack.com,289,375524850.0,149.0
1168,Xapo.com,BitZillions.com,35341073293.0,50.0
1169,SatoshiDice.com,BTCJam.com,4053591254.0,72.0
1170,FYBSG.com,0,1917214915.0,58.0
1171,Xapo.com,SecondsTrade.com,13105708062.0,34.0
1172,57,421,2078685499.0,73.0
1173,HaoBTC.com,1226,411465431366.0,124.0
1174,Huobi.com,523,70582058577.0,50.0
1175,SlushPool.com,35,1088094995168.0,390.0
1176,1805,OKCoin.com,13312543.0,1.0
1177,396,HaoBTC.com,1691383494983.0,519.0
1178,BTCJam.com,YoBit.net,1008292892.0,56.0
1179,70063369,101,64052380336.0,231.0
1180,175,OKCoin.com,108074548243.0,135.0
1181,PocketDice.io,FortuneJack.com,1777400908.0,329.0
1182,BTCJam.com,354,1701490070.0,32.0
1183,71554939,700,42243406580.0,207.0
1184,Bitstamp.net,SatoshiDice.com,436060593760.0,84.0
1185,CoinJar.com,Paymium.com,111286602.0,3.0
1186,BTCJam.com,35,215953508.0,16.0
1187,396,BX.in.th,1208331068726.0,547.0
1188,57,348,1111252230.0,89.0
1189,107,BtcTrade.com,66529434118.0,33.0
1190,HaoBTC.com,5162,210224265753.0,164.0
1191,70063369,999Dice.com,27800127374.0,145.0
1192,Huobi.com,Matbea.com,45825938343.0,41.0
1193,122,421,10253874387.0,7.0
1194,107,101,189795120041.0,242.0
1195,227,CoinTrader.net_LocalBitcoins.com,717901213.0,26.0
1196,417,421,2148910000.0,2.0
1197,71554939,101,48033510626.0,260.0
1198,CoinSpot.com.au,0,1583966191.0,145.0
1199,HaoBTC.com,421,1153476869110.0,1535.0
1200,71554939,1138,38471121911.0,210.0
1201,HaoBTC.com,ePay.info_CoinJoinMess,2515964998805.0,696.0
1202,292,CoinPayments.net,400631956.0,42.0
1203,289,BitcoinFog,98865836253.0,128.0
1204,SecondsTrade.com,Xapo.com,14856194.0,13.0
1205,Xapo.com,700,1409976632561.0,377.0
1206,Bitbond.com,SatoshiDice.com,2018343896.0,27.0
1207,HolyTransaction.com,101,685735504.0,165.0
1208,70063369,107,131682103941.0,403.0
1209,Cryptonator.com,CoinGaming.io,559274111.0,107.0
1210,SatoshiDice.com,Bitstamp.net,9119598602.0,53.0
1211,35,BTC-e.com,49032932324.0,1194.0
1212,Paymium.com,CoinTrader.net_LocalBitcoins.com,915234872839.0,132.0
1213,CoinGaming.io,Bitstamp.net,46758577851.0,109.0
1214,HolyTransaction.com,227,603441343.0,152.0
1215,Bter.com,HaoBTC.com,40625871704.0,42.0
1216,898,OKCoin.com,4851851693.0,18.0
1217,HaoBTC.com,CoinTrader.net_LocalBitcoins.com,1919738366814.0,1336.0
1218,BX.in.th,HaoBTC.com,1520029654559.0,861.0
1219,HaoBTC.com,107,700519891918.0,160.0
1220,35,Cryptonator.com,2698370104.0,170.0
1221,Bit-x.com,107,12002990357.0,92.0
1222,HaoBTC.com,0,227917472118.0,654.0
1223,871,Bitstamp.net,6133248964.0,21.0
1224,CoinPayments.net,BtcTrade.com,75737463325.0,551.0
1225,Bit-x.com,0,100454595073.0,703.0
1226,101,ePay.info_CoinJoinMess,20560299078.0,741.0
1227,107,SatoshiMines.com,63953552213.0,65.0
1228,57,999Dice.com,13733421088.0,354.0
1229,Rollin.io,289,275416874.0,80.0
1230,SlushPool.com,BTCC.com,392077342869.0,107.0
1231,HaoBTC.com,BX.in.th,290553323399.0,665.0
1232,122,Huobi.com,249237114530.0,81.0
1233,396,BtcTrade.com,7868270730266.0,2268.0
1234,YoBit.net,Loanbase.com,1124377471.0,27.0
1235,821,BTCC.com,4420343571.0,15.0
1236,417,Huobi.com,699843458099.0,354.0
1237,107,Vaultoro.com,249698320978.0,74.0
1238,35,0,22224743214.0,1435.0
1239,Bitcoin.de,269,74223436330.0,110.0
1240,BitBargain.co.uk,CoinPayments.net,25932930036.0,68.0
1241,BX.in.th,BtcTrade.com,7373266818493.0,4133.0
1242,227,Rollin.io,1282010168.0,279.0
1243,71554939,Bitstamp.net,22162912536.0,55.0
1244,289,Huobi.com,1339637844875.0,324.0
1245,71554939,CoinGaming.io,36268992619.0,154.0
1246,1226,ePay.info_CoinJoinMess,75520448110.0,27.0
1247,BitBargain.co.uk,Xapo.com,7609797845.0,29.0
1248,SatoshiMines.com,CoinPayments.net,217235385.0,54.0
1249,BitBargain.co.uk,SatoshiDice.com,1145256381.0,5.0
1250,Bitstamp.net,Bitbond.com,734930499832.0,66.0
1251,999Dice.com,154,375292106.0,8.0
1252,SafeDice.com,Rollin.io,2032914744.0,175.0
1253,1567,CoinTrader.net_LocalBitcoins.com,461807900.0,6.0
1254,Huobi.com,Xapo.com,492299829835.0,541.0
1255,Bitbond.com,107,7992174182.0,47.0
1256,35,57,310815531.0,27.0
1257,Xapo.com,CoinMotion.com,27171417898.0,43.0
1258,BX.in.th,Huobi.com,11543167372926.0,5784.0
1259,292,Bitstamp.net,3654958716.0,9.0
1260,999Dice.com,641,1008398207.0,88.0
1261,Bter.com,BTCC.com,116800886477.0,109.0
1262,71554939,16621,34706554773.0,96.0
1263,700,BTC-e.com,3079466319.0,143.0
1264,641,Xapo.com,37473693941.0,418.0
1265,71554939,Bter.com,96717497068.0,252.0
1266,Huobi.com,1226,2153878349983.0,883.0
1267,SlushPool.com,Vaultoro.com,61022179629.0,21.0
1268,BX.in.th,BTCC.com,6543938625398.0,3426.0
1269,348,999Dice.com,521974127.0,59.0
1270,74278522,69383113,13927417117.0,21.0
1271,Paymium.com,Xapo.com,1568357797263.0,171.0
1272,354,HolyTransaction.com,526396373085.0,1042.0
1273,354,CoinSpot.com.au,159334260274.0,347.0
1274,107,SatoshiDice.com,85862653778.0,83.0
1275,16621,PocketDice.io,4892414.0,17.0
1276,16768780,BTC-e.com,23623726485.0,96.0
1277,SatoshiDice.com,107,1689396167.0,33.0
1278,1805,ePay.info_CoinJoinMess,9041597090.0,61.0
1279,Rollin.io,BTC-e.com,2606304388.0,195.0
1280,289,FortuneJack.com,18926258603.0,153.0
1281,227,Bter.com,15063076.0,9.0
1282,999Dice.com,Loanbase.com,5193223698.0,125.0
1283,YoBit.net,1138,3082851790.0,87.0
1284,Bitstamp.net,BtcTrade.com,4571289527724.0,256.0
1285,BTCJam.com,Bitbond.com,6991159549.0,153.0
1286,HaoBTC.com,Xapo.com,124710377182.0,173.0
1287,289,OKCoin.com,130254359275.0,116.0
1288,SlushPool.com,227,815321728827.0,257.0
1289,122,Poloniex.com,2341550085828.0,929.0
1290,0,175,5671529266.0,121.0
1291,CoinSpot.com.au,BTC-e.com,28932072842.0,49.0
1292,0,Matbea.com,10150901690.0,252.0
1293,122,289,12298299724.0,22.0
1294,Poloniex.com,BitBargain.co.uk,4946156963736.0,171.0
1295,SlushPool.com,175,96853556669.0,36.0
1296,641,0,14879983116.0,549.0
1297,700,CoinTrader.net_LocalBitcoins.com,3136518443.0,42.0
1298,SatoshiMines.com,57,5317403931.0,302.0
1299,SatoshiDice.com,122,137876239.0,7.0
1300,Bter.com,BtcTrade.com,78970255901.0,83.0
1301,HaoBTC.com,57,5937513413.0,38.0
1302,61,SatoshiDice.com,199869416.0,19.0
1303,Poloniex.com,1138,4702585515282.0,198.0
1304,CoinCafe.com,BTC-e.com,22817590694.0,23.0
1305,SlushPool.com,871,195191190969.0,75.0
1306,Bitcoin.de,354,134034056464.0,172.0
1307,1805,BTC-e.com,6119457418.0,21.0
1308,71554939,348,69078124416.0,140.0
1309,70063369,Huobi.com,150869524781.0,472.0
1310,Bter.com,421,55259153445.0,64.0
1311,348,0,6758546505.0,351.0
1312,YoBit.net,CoinTrader.net_LocalBitcoins.com,9761694560.0,216.0
1313,Huobi.com,348,1841630253961.0,1445.0
1314,Vaultoro.com,BTC-e.com,2186283696.0,19.0
1315,ePay.info_CoinJoinMess,700,8178211893794.0,644.0
1316,Xapo.com,1805,45133990449.0,78.0
1317,175,419,10298864.0,54.0
1318,SlushPool.com,SafeDice.com,56374581505.0,33.0
1319,69697250,0,1673201123218.0,189.0
1320,Huobi.com,175,4537956270245.0,1305.0
1321,FYBSG.com,Poloniex.com,31432977095.0,189.0
1322,ePay.info_CoinJoinMess,Bitbond.com,6197546492682.0,194.0
1323,419,Poloniex.com,118277410.0,263.0
1324,1070,Xapo.com,6453603331.0,301.0
1325,289,HolyTransaction.com,18392834269.0,110.0
1326,Poloniex.com,700,12417696548181.0,229.0
1327,Bitcoin.de,57,12830955121.0,10.0
1328,Bitcoin.de,OKCoin.com,216478457829.0,201.0
1329,871,Poloniex.com,32562432447.0,270.0
1330,CoinSpot.com.au,YoBit.net,551573135.0,72.0
1331,Bitbond.com,Bter.com,876889108.0,11.0
1332,Cryptonator.com,YoBit.net,13200523529.0,995.0
1333,101,57,482348736.0,77.0
1334,0,700,3854988017.0,124.0
1335,61,Poloniex.com,19044126088.0,394.0
1336,700,Poloniex.com,42153876925.0,366.0
1337,CoinPayments.net,FortuneJack.com,1868078817.0,24.0
1338,1805,PocketDice.io,31403080.0,31.0
1339,1138,Rollin.io,2543800.0,2.0
1340,Poloniex.com,1070,2040256962434.0,68.0
1341,69383113,73832915,1448460395.0,4.0
1342,396,YoBit.net,2184510645538.0,3036.0
1343,Bitcoin.de,0,480875673000.0,488.0
1344,69697250,ePay.info_CoinJoinMess,2148959161008.0,407.0
1345,1391,ePay.info_CoinJoinMess,59580596822.0,272.0
1346,PocketDice.io,1149,624155364.0,238.0
1347,61,289,536305002.0,32.0
1348,175,Bitstamp.net,334752425584.0,402.0
1349,SlushPool.com,BX.in.th,631619715076.0,305.0
1350,YoBit.net,292,681274134.0,64.0
1351,HappyCoins.com,999Dice.com,22746198885.0,88.0
1352,BX.in.th,101,249404259440.0,617.0
1353,HaoBTC.com,SatoshiDice.com,19896954813.0,3.0
1354,YoBit.net,417,196727714366.0,548.0
1355,SatoshiMines.com,CoinJar.com,1285543067.0,11.0
1356,Cryptonator.com,BX.in.th,120003286.0,14.0
1357,61,469,8138058156.0,182.0
1358,BitBargain.co.uk,469,12960265709.0,29.0
1359,0,Bitcoin.de,14596343717.0,642.0
1360,227,Cryptonator.com,1260405664.0,242.0
1361,73832915,69383113,5214307515.0,23.0
1362,348,107,3045157099.0,129.0
1363,Bit-x.com,SimpleCoin.cz,43915854.0,4.0
1364,871,FortuneJack.com,4751778402.0,125.0
1365,YoBit.net,HaoBTC.com,2413036781.0,35.0
1366,YoBit.net,227,7186198512.0,312.0
1367,122,417,22791893560.0,15.0
1368,FortuneJack.com,BX.in.th,145223440.0,42.0
1369,871,OKCoin.com,31710418972.0,47.0
1370,70063369,Poloniex.com,96542948172.0,281.0
1371,Vaultoro.com,Poloniex.com,23974620380.0,131.0
1372,Cryptonator.com,CoinSpot.com.au,19944892.0,9.0
1373,Poloniex.com,SimpleCoin.cz,14968452100752.0,376.0
1374,PocketDice.io,FYBSG.com,78613461.0,15.0
1375,1149,Huobi.com,333146560481.0,150.0
1376,Poloniex.com,Vaultoro.com,14536503001230.0,354.0
1377,Huobi.com,289,22369085063.0,67.0
1378,YoBit.net,16621,153187914.0,16.0
1379,BX.in.th,FortuneJack.com,21891724890.0,123.0
1380,Bit-x.com,OKCoin.com,1529871247187.0,335.0
1381,CoinMotion.com,Poloniex.com,111022639733.0,524.0
1382,292,Poloniex.com,7390624426.0,366.0
1383,69697250,BitBargain.co.uk,3383958420742.0,469.0
1384,700,BitcoinFog,96087716.0,4.0
1385,SatoshiDice.com,523,5700760396.0,20.0
1386,1070,107,984271608.0,51.0
1387,1226,BtcTrade.com,22174009035.0,63.0
1388,Paymium.com,BX.in.th,95617716640.0,9.0
1389,354,122,285790068032.0,436.0
1390,107,MercadoBitcoin.com.br,450582128514.0,372.0
1391,641,289,163792984.0,29.0
1392,101,MercadoBitcoin.com.br,4567584183.0,433.0
1393,0,FYBSG.com,459096817.0,49.0
1394,PocketDice.io,CoinSpot.com.au,113031012.0,47.0
1395,BitBargain.co.uk,SatoshiMines.com,12246958667.0,33.0
1396,71554939,35,38976497231.0,166.0
1397,Poloniex.com,FYBSG.com,6229295650348.0,137.0
1398,700,YoBit.net,591110915.0,17.0
1399,898,0,38325756491.0,103.0
1400,7277,107,2557634.0,19.0
1401,1391,CoinTrader.net_LocalBitcoins.com,4910793873.0,110.0
1402,BX.in.th,Xapo.com,495226130404.0,604.0
1403,Bitstamp.net,101,1644089215838.0,221.0
1404,YoBit.net,Matbea.com,1259662212.0,25.0
1405,Bit-x.com,354,4745413657.0,95.0
1406,SatoshiDice.com,CoinJar.com,1409593027.0,51.0
1407,PocketDice.io,1805,358363209.0,57.0
1408,CoinPayments.net,227,8863102123.0,89.0
1409,122,CoinTrader.net_LocalBitcoins.com,87628292457.0,192.0
1410,Bitcoin.de,Huobi.com,89927128216.0,56.0
1411,HaoBTC.com,CoinGaming.io,18394489232.0,40.0
1412,Poloniex.com,HolyTransaction.com,18824255469008.0,502.0
1413,CoinJar.com,OKCoin.com,47435663292.0,49.0
1414,Loanbase.com,Cryptonator.com,2816376247.0,43.0
1415,CoinGaming.io,MercadoBitcoin.com.br,15342548696.0,39.0
1416,641,PocketDice.io,137541479.0,34.0
1417,0,1567,115658501.0,325.0
1418,YoBit.net,1149,35019512187.0,16.0
1419,16621,BTC-e.com,10675977973.0,158.0
1420,69984672,0,17205000553.0,112.0
1421,SafeDice.com,CoinGaming.io,890435042.0,45.0
1422,Poloniex.com,348,17708176882608.0,500.0
1423,821,Huobi.com,113557196829.0,89.0
1424,101,Poloniex.com,3588967660.0,455.0
1425,700,Bitstamp.net,63974790351.0,51.0
1426,69827719,0,8563221516.0,90.0
1427,FortuneJack.com,YoBit.net,3327969763.0,273.0
1428,700,Rollin.io,326888076.0,34.0
1429,CoinPayments.net,Bter.com,14930764949.0,64.0
1430,SatoshiMines.com,Bitcoin.de,1921452869.0,62.0
1431,7277,Xapo.com,11037893.0,127.0
1432,FortuneJack.com,MercadoBitcoin.com.br,7845161319.0,464.0
1433,Xapo.com,FYBSG.com,3440027036.0,22.0
1434,CoinJar.com,BTCJam.com,35801326464.0,91.0
1435,871,Xapo.com,3387430935.0,98.0
1436,Poloniex.com,1805,2007806585856.0,42.0
1437,SatoshiMines.com,YoBit.net,271631642.0,102.0
1438,SimpleCoin.cz,ePay.info_CoinJoinMess,36351800924.0,195.0
1439,Cryptonator.com,35,815060532.0,134.0
1440,641,OKCoin.com,1426328464.0,55.0
1441,CoinGaming.io,57,7937997003.0,75.0
1442,227,SatoshiMines.com,820261696.0,116.0
1443,BX.in.th,348,6156218888.0,23.0
1444,CoinSpot.com.au,ePay.info_CoinJoinMess,32236304720.0,114.0
1445,1070,Bitstamp.net,919226339.0,13.0
1446,Bitbond.com,MercadoBitcoin.com.br,5343713621.0,39.0
1447,SlushPool.com,289,372625340732.0,144.0
1448,Rollin.io,CoinPayments.net,210957883.0,40.0
1449,CoinGaming.io,YoBit.net,7852977509.0,83.0
1450,BX.in.th,999Dice.com,1008756186980.0,2568.0
1451,CoinSpot.com.au,HolyTransaction.com,3123047.0,3.0
1452,348,YoBit.net,182744985.0,40.0
1453,396,101,366236743548.0,552.0
1454,CoinPayments.net,269,1055002539.0,23.0
1455,Bitcoin.de,469,306341949699.0,326.0
1456,Bit-x.com,35,953456939.0,27.0
1457,YoBit.net,SatoshiMines.com,8389305979.0,142.0
1458,ePay.info_CoinJoinMess,Vaultoro.com,10009663328.0,71.0
1459,107,Bitbond.com,143430917679.0,57.0
1460,Rollin.io,700,136313476.0,30.0
1461,1149,OKCoin.com,226383466890.0,47.0
1462,Poloniex.com,CoinMotion.com,14767905140177.0,371.0
1463,Vaultoro.com,Xapo.com,5243153704.0,38.0
1464,354,Paymium.com,92328352062.0,101.0
1465,396,Bitbond.com,16761086440.0,23.0
1466,700,0,12014479477.0,108.0
1467,YoBit.net,Bter.com,6386406012.0,276.0
1468,292,YoBit.net,584089317.0,98.0
1469,SatoshiDice.com,Rollin.io,1357372646.0,41.0
1470,227,269,154742661.0,43.0
1471,CoinPayments.net,16621,949385846.0,18.0
1472,57,Matbea.com,2551736485.0,64.0
1473,396,348,100441781278.0,172.0
1474,HolyTransaction.com,CoinGaming.io,2815648452.0,248.0
1475,107,57,620292815868.0,536.0
1476,ePay.info_CoinJoinMess,5162,1915578346430.0,36.0
1477,TheRockTrading.com,Poloniex.com,19571310718.0,84.0
1478,PocketDice.io,Bitcoin.de,1583372878.0,226.0
1479,7277,Poloniex.com,3252863658.0,95.0
1480,871,999Dice.com,30147777459.0,157.0
1481,PocketDice.io,16621,3406655696.0,534.0
1482,PocketDice.io,348,726566053.0,125.0
1483,CoinGaming.io,421,6354840173.0,162.0
1484,SatoshiDice.com,Poloniex.com,47037390694.0,206.0
1485,Bitbond.com,CoinJar.com,2949915773.0,27.0
1486,BTCJam.com,175,1061556266.0,12.0
1487,HaoBTC.com,CoinPayments.net,20573934051.0,252.0
1488,348,MercadoBitcoin.com.br,3290693748.0,138.0
1489,61,292,158107888.0,8.0
1490,0,TheRockTrading.com,3711453930.0,60.0
1491,CoinPayments.net,700,14311906800.0,116.0
1492,SlushPool.com,Bitbond.com,39939759626.0,16.0
1493,348,CoinTrader.net_LocalBitcoins.com,25128777147.0,197.0
1494,227,BTC-e.com,68375863099.0,920.0
1495,ePay.info_CoinJoinMess,SimpleCoin.cz,61678274077.0,92.0
1496,Rollin.io,Cryptonator.com,2439402336.0,130.0
